filename,copyright,inscription_siglum,provenance,editio_princeps,field_collector,reference_siglum,transliteration,translation,site,ociana_link
im0099260.jpg,,BES15 1135,,,,"",l kʿmh bn ġṯ,By Kʿmh son of Ġṯ,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12675
im0099261.jpg,,BES15 1136,,,,"",l rbʿ bn ḥrb bn rfʾt,By Rbʿ son of Ḥrb son of Rfʾt,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12676
im0099262.jpg,,BES15 1137,,,,"",l hknf bn ʿmrt w tʿgb,By Hknf son of ʿmrt and he wondered,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12677
im0099263.jpg,,BES15 1137,,,,"",l hknf bn ʿmrt w tʿgb,By Hknf son of ʿmrt and he wondered,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12677
im0099264.jpg,,BES15 1137,,,,"",l hknf bn ʿmrt w tʿgb,By Hknf son of ʿmrt and he wondered,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12677
im0099265.jpg,,BES15 1138,,,,"",l tm bn hnʾ bn ʾḏnt bn tm h- ḫṭṭ,By Tm son of Hnʾ son of Bn ʾḏnt son of Tm is the carving,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12678
im0099266.jpg,,BES15 1138,,,,"",l tm bn hnʾ bn ʾḏnt bn tm h- ḫṭṭ,By Tm son of Hnʾ son of Bn ʾḏnt son of Tm is the carving,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12678
im0099267.jpg,,BES15 1138,,,,"",l tm bn hnʾ bn ʾḏnt bn tm h- ḫṭṭ,By Tm son of Hnʾ son of Bn ʾḏnt son of Tm is the carving,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12678
im0099268.jpg,,BES15 1138,,,,"",l tm bn hnʾ bn ʾḏnt bn tm h- ḫṭṭ,By Tm son of Hnʾ son of Bn ʾḏnt son of Tm is the carving,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12678
im0099269.jpg,,BES15 1139,,,,"",l {ʾ}ʿḏr bn ḍft bn s²rqt,By ʾʿḏr son of Ḍft son of S²rqt,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12679
im0099270.jpg,,BES15 1139,,,,"",l {ʾ}ʿḏr bn ḍft bn s²rqt,By ʾʿḏr son of Ḍft son of S²rqt,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12679
im0099271.jpg,,BES15 1140,,,,"",l ḏkmt bn ʾrs²,By Ḏkmt son of ʾrs²,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12680
im0099272.jpg,,BES15 1141,,,,"",l khl bn s¹dn,By Khl son of S¹dn,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12681
im0099273.jpg,,BES15 1141,,,,"",l khl bn s¹dn,By Khl son of S¹dn,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12681
im0099274.jpg,,BES15 1142,,,,"",l ʾlht bn ʾs¹hʾlh,By ʾlht son of ʾs¹hʾlh,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12682
im0099275.jpg,,BES15 1142,,,,"",l ʾlht bn ʾs¹hʾlh,By ʾlht son of ʾs¹hʾlh,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12682
im0099276.jpg,,BES15 1142,,,,"",l ʾlht bn ʾs¹hʾlh,By ʾlht son of ʾs¹hʾlh,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12682
im0099277.jpg,,BES15 1143,,,,"",l ʿrgn bn ykbr,By ʿrgn son of Ykbr,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12683
im0099278.jpg,,BES15 1143,,,,"",l ʿrgn bn ykbr,By ʿrgn son of Ykbr,"Kaff al-Kalb (Chef al-Chelb), Al-Mafraq Governorate, Jordan",https://ociana.osu.edu/inscriptions/12683
